sentiment,lang,hashtags,clean_text
-1,en,covid19,kateberner the us shouldn t be celebrating deaths a day to covid we should be doing everything we can to 
-1,en,,pin code bmcc deenanath hospital pvtvaccines covishield min age limit dose capacity 
-1,en,,pin code bsm deenanath hosp pvt pmcvaccines covishield min age limit dose capacity 
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
1,en,,rt moetitshidi africa is in the midst of a full blown third wave the sobering trajectory of surging cases should rouse everyone into urg
1,en,covid19,rt whoafro africa needs millions more doses here amp now to curb the third wave in the midst of a third wave of covid cases in afri
1,en,cabalworld,rt arlenwms and let s call exposure k the killing potential of cabalworld pushed covid vaccines and to kill off chances of reprodu
1,en,,rt telglobalhealth africa is in the midst of a full blown third wave of coronavirus the head of whoafro has warnedcases have risen
1,en,,rt migovernment govwhitmer announces state will open to full capacity on june more than nine million vaccines administered as new c
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
-1,en,covid19,newshour learn from the experts at cdcgov for the best protection against covid cdcgov recommends gett 
1,en,covid19,rt rosenchild newshour learn from the experts at cdcgov for the best protection against covid cdcgov recommends getting two
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
-1,en,covid19,thaipbsworld thailand is in the midst of a surge in covid that started in april and has accounted for more tha 
0,en,cuban,rt mediccgail biocubafarma says phase clinical trial results for cuban covid vaccines are due out in a few days soberana with
1,en,wecandothis,rt cdcdirector i m pleased to welcome the wecandothis bus to atlanta today remember there are easy ways to find a covid vaccine n
1,en,,rt telglobalhealth africa is in the midst of a full blown third wave moetitshidi said the sobering trajectory of surging cases shou
1,en,covid19,rt amitaryamd just countries have received of the world s covid vaccine doses but the entire continent of africa currently e
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
-1,en,,an african passport is expected to roll out in what it means for south africa gt 
-1,en,covid19,keitholbermann bease learn from the experts at cdcgov for the best protection against covid cdcgov 
1,en,covid19,rt nathanstall people are free to believe that covid is a hoax and to argue that vaccines are a plot but there is no constitu
1,en,covid19,rt rosenchild keitholbermann bease learn from the experts at cdcgov for the best protection against covid cdcgov recommen
-1,en,,risk of covid infection plummets days after a vaccination via newscientist 
-1,en,covid19,no the covid vaccine will not make you magnetic via selfmagazine 
1,en,,rt telglobalhealth africa is in the midst of a full blown third wave of coronavirus the head of whoafro has warnedcases have risen
-1,en,,i would be happy to get the state park pass or fishing license
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
-1,en,,rt stevelanebitch michigan opens indoor outdoors and drops masks june nd fordnation looks like a inept coward open ontario
-1,en,,rt stevelanebitch michigan opens indoor outdoors and drops masks june nd fordnation looks like a inept coward open ontario
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
1,en,covid19,rt bogochisaac ontario administered covid vaccines so far today were nd doses thousands of people are essential in mak
-1,en,covid19,south africa and uk gt k new covid yesterday with daily average doubling past wks nations w high covid w 
-1,en,covid19,rt vaxyourfam no the covid vaccine will not make you magnetic via selfmagazine 
-1,en,,pin code bsm deenanath hosp pvt pmcvaccines covishield min age limit dose capacity 
-1,en,,pin code bmcc deenanath hospital pvtvaccines covishield min age limit dose capacity 
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
-1,en,covid19,rt vaxyourfam risk of covid infection plummets days after a vaccination via newscientist 
1,en,,rt peterhotez i know it antivaccine groups redoubling efforts to scare pregnant women and parents about their adolescent kids the pre
-1,en,,cdc lowers warning for cruises recommends only fully vaccinated travel via washingtonpost 
1,en,cabalworld,rt arlenwms and let s call exposure k the killing potential of cabalworld pushed covid vaccines and to kill off chances of reprodu
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
1,en,cabalworld,rt arlenwms and let s call exposure k the killing potential of cabalworld pushed covid vaccines and to kill off chances of reprodu
0,en,covid19,rt winnie byanyima we are dying ugandans need the world to stand with them we need oxygen ppes covid vaccines and money to pay our
1,en,covid19,rt canada as covid vaccines roll out across the country it s important that we continue to work together and follow public health mea
1,en,covid19,rt quizzicalgirl please do your research first if you read or see something about vaccines or covid that sounds unusual spreading di
0,en,covid19,rt keithmartinmd covid is quietly devastating the health professions in africa a continent that already had a deficit of million
0,en,cuban,rt mediccgail biocubafarma says phase clinical trial results for cuban covid vaccines are due out in a few days soberana with
0,en,,rt jeremyrhammond in this interview i discuss the possible lab origin of sars cov the insanity of lockdowns and how covid vaccine
0,en,,rt jeremyrhammond in this interview i discuss the possible lab origin of sars cov the insanity of lockdowns and how covid vaccine
-1,en,covid19,rt blnewsmedia govt media amp hcws are misleading canadians saying covid vaccines are approved they are only approved for emergency
-1,en,covid19,rt amitaryamd list of vaccines which don t work against covid variants after doses please go and get vaccinated
1,en,gazastrip,rt hena what kind of demonstration stipulates that palestine can t give any vaccine to palestinians in gazastrip or that israel says
-1,en,,if up until you thought the government were trustworthy reliable dependable amp capable of rational and wise 
0,en,covid19,rt winnie byanyima we are dying ugandans need the world to stand with them we need oxygen ppes covid vaccines and money to pay our
1,en,,rt milhouse van ho new york is fully open and michigan will be fully open by june and qu bec is much further along than ontario as
0,en,covid19,rt winnie byanyima we are dying ugandans need the world to stand with them we need oxygen ppes covid vaccines and money to pay our
1,en,,rt globalhlthtwit dr moeti is head of who in africa and one of the best public health experts and leaders i know hers is a desperate re
